counter	SMILES (prior)	SMILES (after) round trip:
394	COc1cc2cc(O)ccc2cc1Nc1c(OC)cc(c2c1c(C)ncc2)O	COc1cc2cc(O)ccc2cc1Nc1c(OC)cc(c2c1c(C)ncc2)O
395	COCCc1cccc(c1CCO)c1ccc2c(c1)c1CC=CCc1cc2CO	COCCc1cccc(c1CCO)c1ccc2c(c1)c1CC=CCc1cc2CO
396	N=Cc1c(c(O)nc2c1c(cc1c2[nH]cc1)C(=O)O)c1cc(C)ccc1O	N=Cc1c(c(O)nc2c1c(cc1c2[nH]cc1)C(=O)O)c1cc(C)ccc1O
397	COc1cc(O)c(c2c1c(Cl)c(cc2Cl)N)C(=O)O	COc1cc(O)c(c2c1c(Cl)c(cc2Cl)N)C(=O)O
399	CCCc1cc(cc2c1c(CCOC(=O)CC)ccc2)C(=O)O	CCCc1cc(cc2c1c(CCOC(=O)CC)ccc2)C(=O)O
400	O=Cc1ccc(c2c1cc(OC)cc2)Cc1[nH]ccc1Cl	O=Cc1ccc(c2c1cc(OC)cc2)Cc1[nH]ccc1Cl
401	NC=C(c1cc(CCn2cccc2C(c2ccccc2)(C)C)cc2c1c(C)c(cn2)O)C(=O)O	NC=C(c1cc(CCn2cccc2C(c2ccccc2)(C)C)cc2c1c(C)c(cn2)O)C(=O)O
405	CCCCCCC(=O)Oc1ccc2c(c1CO)cccc2	CCCCCCC(=O)Oc1ccc2c(c1CO)cccc2
406	OC(=O)CCCCC1=CC(=O)C(=C(C1=O)C(=O)O)CCCC(=O)O	OC(=O)CCCCC1=CC(=O)C(=C(C1=O)C(=O)O)CCCC(=O)O
407	COc1c(ccc2c1c(O)cc(c2CC(=O)O)O)c1ccccc1OC	COc1c(ccc2c1c(O)cc(c2CC(=O)O)O)c1ccccc1OC
408	CCOC1=C(C(=O)O)C(=O)c2c(C1=O)c(Oc1c(cc(c(c1Cl)Cl)OC)c1cccs1)c(nc2)O	CCOC1=C(C(=O)O)C(=O)c2c(C1=O)c(Oc1c(cc(c(c1Cl)Cl)OC)c1cccs1)c(nc2)O
413	Cc1ccc(cc1)C(=O)OC(=O)c1c(O)cccc1F	Cc1ccc(cc1)C(=O)OC(=O)c1c(O)cccc1F
417	N#Cc1ccc(c(c1O)n1c(O)nc(c1CC)O)O	N#Cc1ccc(c(c1O)n1c(O)nc(c1CC)O)O
420	OC(=O)c1c(O)cc2c(c1C(=O)O)CC=C(C2)c1ccc2c(c1)CCCC2	OC(=O)c1c(O)cc2c(c1C(=O)O)CC=C(C2)c1ccc2c(c1)CCCC2
421	OC(=O)CC(=O)c1ccc(cc1CC(=Cc1cc(O)ccc1O)C(=O)O)C(=O)O	OC(=O)CC(=O)c1ccc(cc1CC(=Cc1cc(O)ccc1O)C(=O)O)C(=O)O
422	O=C(CC(=O)c1cc(C)c(c2c1c(O)cc(c2)C)O)CC(=O)O	O=C(CC(=O)c1cc(C)c(c2c1c(O)cc(c2)C)O)CC(=O)O
424	O=C(CC(=O)OC(=O)CC(=O)c1ccc2c(c1)cc[nH]2)CC(=O)NC(=O)OC(=O)c1ccccc1O	O=C(CC(=O)OC(=O)CC(=O)c1ccc2c(c1)cc[nH]2)CC(=O)NC(=O)OC(=O)c1ccccc1O
425	CCc1cc(cc2c1cccc2)C(=O)N(C(=O)C1=CC(=O)C=CC1=O)C(=O)C	CCc1cc(cc2c1cccc2)C(=O)N(C(=O)C1=CC(=O)C=CC1=O)C(=O)C
426	Oc1ccn(c1)Cc1c(C(=O)O)c(OCc2ccc[nH]2)c(c2c1c(C(=O)O)c(O)cc2)O	Oc1ccn(c1)Cc1c(C(=O)O)c(OCc2ccc[nH]2)c(c2c1c(C(=O)O)c(O)cc2)O
432	COc1c(cccc1Cl)Cc1cc(c2ccc(cc2)C(=O)O)c2c(c1)c(Cl)c[nH]2	COc1c(cccc1Cl)Cc1cc(c2ccc(cc2)C(=O)O)c2c(c1)c(Cl)c[nH]2
437	CCCc1ccc(cc1)C(=c1c(O)ccc(c1=C)OC)CC	CCCc1ccc(cc1)C(=c1c(O)ccc(c1=C)OC)CC
441	NC(=O)OCCOC(=O)c1cccc2c1c(ccc2)c1ccc2c(c1)c(F)ccc2	NC(=O)OCCOC(=O)c1cccc2c1c(ccc2)c1ccc2c(c1)c(F)ccc2
444	OCc1cc(C)c(cc1Cc1cocc1c1cc(O)c(c(c1)O)C)O	OCc1cc(C)c(cc1Cc1cocc1c1cc(O)c(c(c1)O)C)O
447	Oc1ccc2c(c1COCCc1cccn1C(C)C)[nH]cn2	Oc1ccc2c(c1COCCc1cccn1C(C)C)[nH]cn2
451	CC(=O)OC(=O)c1ccc(cc1)CC(=O)OC(=O)c1sc(c(c1)C)CC(=O)O	CC(=O)OC(=O)c1ccc(cc1)CC(=O)OC(=O)c1sc(c(c1)C)CC(=O)O
456	CCCCC(=O)N(C(=O)CCC)C(=O)CCc1ccc(cc1O)CCOC(=O)C	CCCCC(=O)N(C(=O)CCC)C(=O)CCc1ccc(cc1O)CCOC(=O)C
460	COC(=O)C(=CC(=O)Nc1cc(Cl)ccc1NS(=O)(=O)O)C(=O)Cc1cocc1O	COC(=O)C(=CC(=O)Nc1cc(Cl)ccc1NS(=O)(=O)O)C(=O)Cc1cocc1O
462	Oc1c2cnc3c(c2ccc1S(=O)(=O)O)c(Cl)ccc3	Oc1c2cnc3c(c2ccc1S(=O)(=O)O)c(Cl)ccc3
465	CNC(=O)c1cc2ccc(c(c2cc1C(=O)N)C(=O)OCc1ccccc1)C	CNC(=O)c1cc2ccc(c(c2cc1C(=O)N)C(=O)OCc1ccccc1)C
467	Clc1ccc2c(c1)c(cc1c2c(O)c(nc1)O)c1c(O)cc(c2c1[nH]cc2)Cl	Clc1ccc2c(c1)c(cc1c2c(O)c(nc1)O)c1c(O)cc(c2c1[nH]cc2)Cl
472	CCc1c(cc(c2c1cc1ccoc1c2)F)C1CCCCC1	CCc1c(cc(c2c1cc1ccoc1c2)F)C1CCCCC1
475	OCCC(=CCC1CCCCC1)C(=C(C(=O)NC(=O)NS(=O)(=O)c1ccccc1)C)C	OCCC(=CCC1CCCCC1)C(=C(C(=O)NC(=O)NS(=O)(=O)c1ccccc1)C)C
476	COc1c(OC)ccc2c1c(ccc2)CC(=O)CC(=O)O	COc1c(OC)ccc2c1c(ccc2)CC(=O)CC(=O)O
478	CCC(=O)OC(=O)c1cnc2c(c1)c(ccc2)C(=O)O	CCC(=O)OC(=O)c1cnc2c(c1)c(ccc2)C(=O)O
481	CCOc1ccc(c(c1)Nc1cc(O)ccc1O)C(=O)O	CCOc1ccc(c(c1)Nc1cc(O)ccc1O)C(=O)O
485	COc1cc2[nH]cc(c2c2c1c(CC(=O)O)c1c(cccc1c2O)C(=O)O)C(=O)O	COc1cc2[nH]cc(c2c2c1c(CC(=O)O)c1c(cccc1c2O)C(=O)O)C(=O)O
486	ONS(=O)(=O)c1cc2ccc(cc2cc1C(=O)CC(=O)O)O	ONS(=O)(=O)c1cc2ccc(cc2cc1C(=O)CC(=O)O)O
490	COc1cc(cc(c1)OC)Nc1c(C(C)C)c(O)c2c(c1C)[nH]cc2	COc1cc(cc(c1)OC)Nc1c(C(C)C)c(O)c2c(c1C)[nH]cc2
491	OC(=O)c1cc(F)c2c(c1)c(cc1c2oc(n1)c1cccc(c1C(=O)N)O)C(=O)C(=C)C(=O)O	OC(=O)c1cc(F)c2c(c1)c(cc1c2oc(n1)c1cccc(c1C(=O)N)O)C(=O)C(=C)C(=O)O
497	COCC1=CCc2c(C1)c1c(c(c2O)O)c(=O)ccn1C(=O)O	COCC1=CCc2c(C1)c1c(c(c2O)O)c(=O)ccn1C(=O)O
500	COc1ccc(c(c1C(=O)O)CCc1cc2C=CCc3c2c(c1)ccc3O)Cl	COc1ccc(c(c1C(=O)O)CCc1cc2C=CCc3c2c(c1)ccc3O)Cl
501	CCCC(=O)OC(=O)Cc1cccc(c1)c1c2CCCCc2c(c(c1C(=O)CO)CC)C	CCCC(=O)OC(=O)Cc1cccc(c1)c1c2CCCCc2c(c(c1C(=O)CO)CC)C
502	O=C(Cc1cccc2c1c1c(Cl)c([nH]c1c(c2)NS(=O)(=O)O)C)NC(=O)C	O=C(Cc1cccc2c1c1c(Cl)c([nH]c1c(c2)NS(=O)(=O)O)C)NC(=O)C
506	OCC(=O)c1c(c2ccc(cc2)S(=O)(=O)c2c(O)cc(cc2C(C)C)O)c(n(c1O)CCCC(=O)N)O	OCC(=O)c1c(c2ccc(cc2)S(=O)(=O)c2c(O)cc(cc2C(C)C)O)c(n(c1O)CCCC(=O)N)O
507	COC(=O)c1c(OC(=O)CC(C)C)c(F)cc(c1I)C(=O)O	COC(=O)c1c(OC(=O)CC(C)C)c(F)cc(c1I)C(=O)O
510	CCc1ccc(c(c1)NC(=O)CC(=O)c1c(O)cccc1OC)O	CCc1ccc(c(c1)NC(=O)CC(=O)c1c(O)cccc1OC)O
511	COC(=O)c1ccc2c(c1O)cc(cc2)c1ccc2c(c1CC)c(OC)cc(n2)N	COC(=O)c1ccc2c(c1O)cc(cc2)c1ccc2c(c1CC)c(OC)cc(n2)N
512	CCC(CC1=CC(=O)C(=CC1=O)CCc1[nH]c(c(n1)C)C)(C)C	CCC(CC1=CC(=O)C(=CC1=O)CCc1[nH]c(c(n1)C)C)(C)C
521	OC(=O)Cc1cccc2c1cc(CCC(C(=O)O)C(=O)O)cc2	OC(=O)Cc1cccc2c1cc(CCC(C(=O)O)C(=O)O)cc2
522	ONC(=O)c1c(O)nc(c2c1c1cc[nH]c1cc2O)O	ONC(=O)c1c(O)nc(c2c1c1cc[nH]c1cc2O)O
524	COC(=O)c1ccc(cc1c1cccc(c1)C(=O)O)C(=O)O	COC(=O)c1ccc(cc1c1cccc(c1)C(=O)O)C(=O)O
526	BrC=C(Oc1cc(CNC(=O)O)ccc1F)C=C(c1cccc(c1)C(=O)O)OC	BrC=C(Oc1cc(CNC(=O)O)ccc1F)C=C(c1cccc(c1)C(=O)O)OC
528	Cc1cc(O)c(c(c1)O)S(=O)(=O)OC(=O)c1ccccc1C(=O)O	Cc1cc(O)c(c(c1)O)S(=O)(=O)OC(=O)c1ccccc1C(=O)O
529	CCCC(=O)OCCC(=O)NC(=O)Nc1cccc2c1c1ccccc1cc2	CCCC(=O)OCCC(=O)NC(=O)Nc1cccc2c1c1ccccc1cc2
531	OC(=O)CC(=O)OC(=O)c1c(C)ccc2c1cccc2O	OC(=O)CC(=O)OC(=O)c1c(C)ccc2c1cccc2O
533	COC(=O)Nc1cccc2c1cc1c(c2)cc(c2c1cc(OC)c1c2c(c[nH]1)C(=O)O)O	COC(=O)Nc1cccc2c1cc1c(c2)cc(c2c1cc(OC)c1c2c(c[nH]1)C(=O)O)O
534	CCCc1nc(O)c2c(n1)c(CC(=COC)CO)cc(c2C(=O)O)NC(=O)CC(=O)c1cccs1	CCCc1nc(O)c2c(n1)c(CC(=COC)CO)cc(c2C(=O)O)NC(=O)CC(=O)c1cccs1
535	O=C(c1ccc2c(c1)nccc2)NC(=O)c1cnc[nH]1	O=C(c1ccc2c(c1)nccc2)NC(=O)c1cnc[nH]1
537	O=C(Nc1[nH]c2c(c1CC(=O)O)ccc1c2ccc(c1C(=O)O)O)NC(=O)c1ccccc1	O=C(Nc1[nH]c2c(c1CC(=O)O)ccc1c2ccc(c1C(=O)O)O)NC(=O)c1ccccc1
545	OCCc1c(CC)cc(nc1c1cc2c(OC)cccc2c2c1CCCC2)O	OCCc1c(CC)cc(nc1c1cc2c(OC)cccc2c2c1CCCC2)O
549	Oc1cc(Cl)c(c(c1)C(=O)O)C(=O)CCCOCC(=O)c1ccccc1	Oc1cc(Cl)c(c(c1)C(=O)O)C(=O)CCCOCC(=O)c1ccccc1
550	OC(=O)CCCc1c(ccc(c1C(=O)O)O)C(=CC(=O)O)Oc1ccc2c(c1)[nH]cc2	OC(=O)CCCc1c(ccc(c1C(=O)O)O)C(=CC(=O)O)Oc1ccc2c(c1)[nH]cc2
552	COS(=O)(=O)c1cnc2c(c1)cccc2NC(=O)OC(=O)NCC(=O)OC(=O)NCCC(=O)O	COS(=O)(=O)c1cnc2c(c1)cccc2NC(=O)OC(=O)NCC(=O)OC(=O)NCCC(=O)O
555	N#Cc1ccc2c(c1C(=O)OC(=O)CCc1ccccc1C(=O)O)cc1c(c2)c(CO)cc(c1)C	N#Cc1ccc2c(c1C(=O)OC(=O)CCc1ccccc1C(=O)O)cc1c(c2)c(CO)cc(c1)C
558	O=C(NC(=O)Cc1ccccc1)COc1cc(C(=O)O)c2c(c1)c(C)ccc2	O=C(NC(=O)Cc1ccccc1)COc1cc(C(=O)O)c2c(c1)c(C)ccc2
562	CCNC(=O)Oc1coc2c1c1c(ccc(c1cc2)c1c[nH]c(c1)O)NC(=C)Cl	CCNC(=O)Oc1coc2c1c1c(ccc(c1cc2)c1c[nH]c(c1)O)NC(=C)Cl
564	COC(=O)c1c(O)cc2c(c1C)c1ccccc1c(c2)Cl	COC(=O)c1c(O)cc2c(c1C)c1ccccc1c(c2)Cl
567	Cc1noc(c1)c1[nH]c(cc1c1[nH]c(cc1C(=O)O)C(=O)C)S(=O)(=O)O	Cc1noc(c1)c1[nH]c(cc1c1[nH]c(cc1C(=O)O)C(=O)C)S(=O)(=O)O
568	OC1=CNc2c(C1)c(Cl)cc(c2)OC(=O)C(C)(C)C	OC1=CNc2c(C1)c(Cl)cc(c2)OC(=O)C(C)(C)C
571	COc1ccc(c2c1c(OC)c(F)c(c2OC)Cl)O	COc1ccc(c2c1c(OC)c(F)c(c2OC)Cl)O
573	OC(=O)CC(=O)Oc1cccc2c1cc(SC(=C)Cl)c(c2)C(=O)O	OC(=O)CC(=O)Oc1cccc2c1cc(SC(=C)Cl)c(c2)C(=O)O
577	OC(=O)CCC(=O)Nc1c(Cl)cc(cc1c1[nH]c(cc1Cc1ccsc1)O)C(=O)NC(=O)OC(=O)C	OC(=O)CCC(=O)Nc1c(Cl)cc(cc1c1[nH]c(cc1Cc1ccsc1)O)C(=O)NC(=O)OC(=O)C
578	OC(=O)Cc1cc(O)c2c(c1)cc(c(c2)CC(=O)O)Cl	OC(=O)Cc1cc(O)c2c(c1)cc(c(c2)CC(=O)O)Cl
580	CCCCC(=O)N(C(=O)c1cc(Cl)c(c(c1O)CCCO)NC(=O)C)C(=O)CCC	CCCCC(=O)N(C(=O)c1cc(Cl)c(c(c1O)CCCO)NC(=O)C)C(=O)CCC
582	OCC(=[N+](c1ccc(cc1OC)CC)CC(=O)O)O	OCC(=[N+](c1ccc(cc1OC)CC)CC(=O)O)O
583	CCCC(c1c(oc2c1ccc1c2c2ccc(cc2cc1)CO)C(=O)O)(F)F	CCCC(c1c(oc2c1ccc1c2c2ccc(cc2cc1)CO)C(=O)O)(F)F
584	CNCCc1c(Cl)cc(n1Cc1ccc(cc1)C(=O)O)O	CNCCc1c(Cl)cc(n1Cc1ccc(cc1)C(=O)O)O
589	CCCc1c(ccc(c1N(C)C)CN)CC(=C)C(=O)O	CCCc1c(ccc(c1N(C)C)CN)CC(=C)C(=O)O
591	OC(=NOC(=O)c1cscc1Cc1cc(O)cc(c1)Cl)NCC(=O)O	OC(=NOC(=O)c1cscc1Cc1cc(O)cc(c1)Cl)NCC(=O)O
592	COCCc1cccc(c1CC)c1c(C)n(c(c1C(=O)O)O)CC	COCCc1cccc(c1CC)c1c(C)n(c(c1C(=O)O)O)CC
593	OCc1cc2ccc3c(c2c2c1c(O)c(cc2)CC(=O)O)cc1c(c3C)c(O)c(cc1O)I	OCc1cc2ccc3c(c2c2c1c(O)c(cc2)CC(=O)O)cc1c(c3C)c(O)c(cc1O)I
595	CCC(=O)c1c(O)[nH]c(c1CCC(=O)OCCCc1ccccc1)O	CCC(=O)c1c(O)[nH]c(c1CCC(=O)OCCCc1ccccc1)O
597	OCNC(=O)c1c(O)nc2c3c1cc(C)cc3C=CC2	OCNC(=O)c1c(O)nc2c3c1cc(C)cc3C=CC2
604	N#Cc1ccc(cc1O)C(=Cc1c(ccc2c1c(C(=O)O)c(nc2)O)C(=O)O)C	N#Cc1ccc(cc1O)C(=Cc1c(ccc2c1c(C(=O)O)c(nc2)O)C(=O)O)C
606	NCCCCCNC(=O)OC(=O)c1ccc(cc1CO)C(=O)O	NCCCCCNC(=O)OC(=O)c1ccc(cc1CO)C(=O)O
607	COc1cccc2-n3c(Cc12)c(C)c1c3cc(c2c1[nH]c(n2)c1cccc(c1OC)Cl)O	COc1cccc2-n3c(Cc12)c(C)c1c3cc(c2c1[nH]c(n2)c1cccc(c1OC)Cl)O
613	CN(c1c(C)c(C)cc2c1ccc(n2)C(=O)O)C	CN(c1c(C)c(C)cc2c1ccc(n2)C(=O)O)C
622	C=CCCc1cc(cc(c1)C(C)C)C(=O)OC(=O)c1ccc(c2c1cccc2)OC	C=CCCc1cc(cc(c1)C(C)C)C(=O)OC(=O)c1ccc(c2c1cccc2)OC
623	Oc1ccc(cc1)COc1c(O)cc(cc1F)Cl	Oc1ccc(cc1)COc1c(O)cc(cc1F)Cl
628	OC(=O)NCCC(=O)c1cc(COCc2cc(I)c3c(c2)cccc3)cc2c1C(=O)C(=O)C=C2O	OC(=O)NCCC(=O)c1cc(COCc2cc(I)c3c(c2)cccc3)cc2c1C(=O)C(=O)C=C2O
631	OCc1cc2cc(O)cc(c2c(c1)c1ccc(c2c1ccc(c2)CCC(=O)O)Cl)O	OCc1cc2cc(O)cc(c2c(c1)c1ccc(c2c1ccc(c2)CCC(=O)O)Cl)O
640	OCc1cc(C(=O)O)c(c2c1c(O)c1c(c2)[nH]c2c1cccc2C(=O)O)C(=O)O	OCc1cc(C(=O)O)c(c2c1c(O)c1c(c2)[nH]c2c1cccc2C(=O)O)C(=O)O
641	OCc1c(ccc2c1cc[nH]2)OC(=O)c1cc2ccc(cc2c(c1C)C)Cc1cccc(c1)O	OCc1c(ccc2c1cc[nH]2)OC(=O)c1cc2ccc(cc2c(c1C)C)Cc1cccc(c1)O
643	O=C(c1c[nH]c2c1cc1[nH]c(cc1c2F)O)Oc1cn(c(c1)C)Cc1ccc(cc1)C(=O)O	O=C(c1c[nH]c2c1cc1[nH]c(cc1c2F)O)Oc1cn(c(c1)C)Cc1ccc(cc1)C(=O)O
646	CC(=O)NC(=O)c1c2c(Cl)ccc(c2cc2c1c(C(=O)O)c(c(c2Cl)O)Cl)O	CC(=O)NC(=O)c1c2c(Cl)ccc(c2cc2c1c(C(=O)O)c(c(c2Cl)O)Cl)O
648	COCC(=O)CC(=CC(=CCO)Cc1cccc(c1O)O)C(=O)OC(=O)CC=O	COCC(=O)CC(=CC(=CCO)Cc1cccc(c1O)O)C(=O)OC(=O)CC=O
651	COc1cc(cc(c1)C(=O)O)C(=Cc1ccoc1)OC	COc1cc(cc(c1)C(=O)O)C(=Cc1ccoc1)OC
658	CCCCCc1c(cc(c(c1O)C(=O)O)Cl)C(C)C	CCCCCc1c(cc(c(c1O)C(=O)O)Cl)C(C)C
659	OC(=O)Cc1c2cc(Cl)ccc2cc2c1cccc2	OC(=O)Cc1c2cc(Cl)ccc2cc2c1cccc2
660	CCNC(=O)c1c(O)nc(c2c1CC=C(C2)OC)O	CCNC(=O)c1c(O)nc(c2c1CC=C(C2)OC)O
665	CCOc1c(NCC(=O)O)c(C(=O)O)c2c(c1N1CCC(=C1O)CC(=O)O)[nH]cc2	CCOc1c(NCC(=O)O)c(C(=O)O)c2c(c1N1CCC(=C1O)CC(=O)O)[nH]cc2
666	OC1=CCc2c(C1)c(CCc1[nH]cnc1Cl)ccc2O	OC1=CCc2c(C1)c(CCc1[nH]cnc1Cl)ccc2O
670	O=C(NC(=O)CC(=O)O)CCCc1cc(O)c(c(c1O)C(=O)O)NC(=O)CC(=O)O	O=C(NC(=O)CC(=O)O)CCCc1cc(O)c(c(c1O)C(=O)O)NC(=O)CC(=O)O
673	CCCc1ccc(c(c1)CC(=CC)C(=O)OC(=O)c1ccc2c(c1)cc1c(c2Cl)cco1)O	CCCc1ccc(c(c1)CC(=CC)C(=O)OC(=O)c1ccc2c(c1)cc1c(c2Cl)cco1)O
674	CC(=O)NC(=O)OCc1cccc(c1)c1nc(N)ccc1F	CC(=O)NC(=O)OCc1cccc(c1)c1nc(N)ccc1F
682	O=C(c1cc2ccccc2cc1Cl)NC(=O)c1ccccc1O	O=C(c1cc2ccccc2cc1Cl)NC(=O)c1ccccc1O
684	CCC(=Nc1c(O)c2ccccc2c2c1c1ccccc1o2)O	CCC(=Nc1c(O)c2ccccc2c2c1c1ccccc1o2)O
689	COc1cc(cc2c1c1c(cc2)cc(c2c1[n+](c([nH]2)O)c1[nH]c(cc1C(=O)O)C)O)C(=O)O	COc1cc(cc2c1c1c(cc2)cc(c2c1[n+](c([nH]2)O)c1[nH]c(cc1C(=O)O)C)O)C(=O)O
693	O=C(OC(=O)c1coc2c1c1c(cc2)cc(cc1C(=O)O)C(=O)O)CCCCC(=O)O	O=C(OC(=O)c1coc2c1c1c(cc2)cc(cc1C(=O)O)C(=O)O)CCCCC(=O)O
696	COc1cc(O)cc2c1c1c(C)cc(cc1cc2)CC(=O)O	COc1cc(O)cc2c1c1c(C)cc(cc1cc2)CC(=O)O
697	CCOC(=O)Nc1c(C)ccc2c1c(C(=O)O)c(c(c2O)C(=C)C(=O)O)O	CCOC(=O)Nc1c(C)ccc2c1c(C(=O)O)c(c(c2O)C(=C)C(=O)O)O
698	CCc1nc(C(=O)NCc2cc(CC(=O)O)cc3c2cccc3C)c(nc1O)O	CCc1nc(C(=O)NCc2cc(CC(=O)O)cc3c2cccc3C)c(nc1O)O
699	OC(=O)Cc1cc(C)c2c(c1O)c1ccc(c(c1cc2)C(=O)O)O	OC(=O)Cc1cc(C)c2c(c1O)c1ccc(c(c1cc2)C(=O)O)O
700	NCc1cc(CCC(=O)CC(=O)C)cc2c1cc(O)cc2Cl	NCc1cc(CCC(=O)CC(=O)C)cc2c1cc(O)cc2Cl
701	CCCC(Cc1ccc(c(c1)CCC(=O)O)[N+](=C(CC(=O)O)O)CP(=O)(O)O)(F)F	CCCC(Cc1ccc(c(c1)CCC(=O)O)[N+](=C(CC(=O)O)O)CP(=O)(O)O)(F)F
703	OCc1cc(C)c(c(c1)C(=O)OC(=O)C)S(=O)(=O)C=C	OCc1cc(C)c(c(c1)C(=O)OC(=O)C)S(=O)(=O)C=C
704	N#Cc1ccc(cc1)CCOc1c(O)cc2c(c1O)cccc2C(C)C	N#Cc1ccc(cc1)CCOc1c(O)cc2c(c1O)cccc2C(C)C
705	OCc1ccc(cc1CC(=O)NC(=O)CC(=O)OCCC(C)C)CN	OCc1ccc(cc1CC(=O)NC(=O)CC(=O)OCCC(C)C)CN
706	OC(=O)CCc1ccc2c(c1)c1cccc(c1cc2O)Cl	OC(=O)CCc1ccc2c(c1)c1cccc(c1cc2O)Cl
707	OC(=O)c1c2ccccc2c(c2c1cccc2)C(=O)O	OC(=O)c1c2ccccc2c(c2c1cccc2)C(=O)O
708	OC(=O)CC(=NOc1cc2ccccc2c2c1CC=CC2)C(=O)O	OC(=O)CC(=NOc1cc2ccccc2c2c1CC=CC2)C(=O)O
712	CCCc1ccc(c(c1)C(=O)CC(=O)OC(=O)Nc1ccc(cc1OCc1cccnc1)O)O	CCCc1ccc(c(c1)C(=O)CC(=O)OC(=O)Nc1ccc(cc1OCc1cccnc1)O)O
713	COc1cc2c(O)cc(c(c2c(c1C(=O)NC(=O)Cc1ccccc1)O)CCCCC(=O)O)O	COc1cc2c(O)cc(c(c2c(c1C(=O)NC(=O)Cc1ccccc1)O)CCCCC(=O)O)O
714	Clc1cccc(c1)CCn1c(ccc1S(=O)(=O)O)c1ccccc1C(=C(c1ccccc1)C(=O)O)O	Clc1cccc(c1)CCn1c(ccc1S(=O)(=O)O)c1ccccc1C(=C(c1ccccc1)C(=O)O)O
716	CCc1c(ccc2c1c(C)ccc2OC)CCn1cccc1	CCc1c(ccc2c1c(C)ccc2OC)CCn1cccc1
717	CC(c1c2ccccc2cc2c1cc1n2-c2c(C1)c(O)cc(c2C(=O)O)O)C	CC(c1c2ccccc2cc2c1cc1n2-c2c(C1)c(O)cc(c2C(=O)O)O)C
719	CCOc1c(cc(cc1CO)O)NC1=CC(=O)c2c(C1=O)c1cccc(c1cc2OC)C	CCOc1c(cc(cc1CO)O)NC1=CC(=O)c2c(C1=O)c1cccc(c1cc2OC)C
721	O=CCc1coc2c1cc1CC=Cc3c1c2ccc3C(=O)OC(=O)C	O=CCc1coc2c1cc1CC=Cc3c1c2ccc3C(=O)OC(=O)C
722	CC(=O)c1cc2cc(ccc2cc1c1ccccc1)C(=O)O	CC(=O)c1cc2cc(ccc2cc1c1ccccc1)C(=O)O
726	CCOc1cc(c(cc1C(=O)O)O)c1oc2c(c1C)c(O)cc1c2c(c[nH]1)C(=O)O	CCOc1cc(c(cc1C(=O)O)O)c1oc2c(c1C)c(O)cc1c2c(c[nH]1)C(=O)O
729	OCCCc1cccc(c1)c1cccc(c1C(C)(C)C)S(=O)(=O)OCCc1ccccc1C(=O)O	OCCCc1cccc(c1)c1cccc(c1C(C)(C)C)S(=O)(=O)OCCc1ccccc1C(=O)O
734	OC(=O)CCCc1ccc2c(c1)cc(c1c2ccc(c1CC(=O)O)C(=O)O)C	OC(=O)CCCc1ccc2c(c1)cc(c1c2ccc(c1CC(=O)O)C(=O)O)C
735	NC(=O)c1c(O)c2CC=CCc2c2c1ccnc2	NC(=O)c1c(O)c2CC=CCc2c2c1ccnc2
737	Oc1ccc2c(c1)ccc(c2)n1ccc(c1)c1ccc2c(c1O)c(O)cc(c2)F	Oc1ccc2c(c1)ccc(c2)n1ccc(c1)c1ccc2c(c1O)c(O)cc(c2)F
739	Cc1ccc(o1)c1cc(C(=C(c2ccc(cc2)C(=O)O)C)C)c(c(c1)C(=O)O)C(C)C	Cc1ccc(o1)c1cc(C(=C(c2ccc(cc2)C(=O)O)C)C)c(c(c1)C(=O)O)C(C)C
741	OC(=O)CC(=O)Oc1ccc(c2c1coc2)C(c1ccccc1)c1ccccc1	OC(=O)CC(=O)Oc1ccc(c2c1coc2)C(c1ccccc1)c1ccccc1
745	CCCCC(=O)NC(=O)Nc1cc(F)c(c(c1C(=O)O)Cc1cc(CC)ccc1c1ccccc1)C	CCCCC(=O)NC(=O)Nc1cc(F)c(c(c1C(=O)O)Cc1cc(CC)ccc1c1ccccc1)C
758	COCC(=CC(=O)O)N(c1cccc(c1O)OC)Cc1ccccc1NC(=O)NC(C)(C)C	COCC(=CC(=O)O)N(c1cccc(c1O)OC)Cc1ccccc1NC(=O)NC(C)(C)C
760	CCCOC(=O)COc1cccc(c1c1cc(Cl)cc(c1)c1ccccc1)Cl	CCCOC(=O)COc1cccc(c1c1cc(Cl)cc(c1)c1ccccc1)Cl
763	COCCCC(=C(c1cc(O)cc(c1)C(=O)NC(=O)O)C)Cl	COCCCC(=C(c1cc(O)cc(c1)C(=O)NC(=O)O)C)Cl
765	CCOC(=O)c1cc2ccccc2c2c1cc(cc2)Oc1c[nH]c(c1)C	CCOC(=O)c1cc2ccccc2c2c1cc(cc2)Oc1c[nH]c(c1)C
766	OC(=O)CCC(=O)Nc1c(O)cc(c(c1F)O)C(=O)OC(=O)C	OC(=O)CCC(=O)Nc1c(O)cc(c(c1F)O)C(=O)OC(=O)C
767	Oc1cc(F)c2c(c1)ccc(c2O)OCCCc1ccc(cc1)Oc1ccc(cc1)Cl	Oc1cc(F)c2c(c1)ccc(c2O)OCCCc1ccc(cc1)Oc1ccc(cc1)Cl
769	CCC(c1cc(Cl)ccc1c1c(O)[nH]c(c1CC(=O)O)O)(C)C	CCC(c1cc(Cl)ccc1c1c(O)[nH]c(c1CC(=O)O)O)(C)C
