SMILES (prior)	SMILES (after) round trip:
389	CCCC(=O)Cc1c(Cl)cc(O)c2c(OC)c(O)c(O)c([N+](=O)[O-])c12	CCCC(=O)Cc1c(Cl)cc(O)c2c(OC)c(O)c(O)c([N+](=O)[O-])c12
392	CC(=O)OC(=O)Cc1c(C#N)c(O)c2cc3c(C(=O)O)ccc(O)c3cc2c1OC(=O)CC(=O)O	CC(=O)OC(=O)Cc1c(C#N)c(O)c2cc3c(C(=O)O)ccc(O)c3cc2c1OC(=O)CC(=O)O
394	COc1cc2cc(O)ccc2cc1Nc1c(OC)cc(O)c2ccnc(C)c12	COc1cc2cc(O)ccc2cc1Nc1c(OC)cc(O)c2ccnc(C)c12
395	COCCc1cccc(-c2ccc3c(CO)cc4c(c3c2)CC=CC4)c1CCO	COCCc1cccc(-c2ccc3c(CO)cc4c(c3c2)CC=CC4)c1CCO
396	Cc1ccc(O)c(-c2c(O)nc3c(c(C(=O)O)cc4cc[nH]c43)c2C=N)c1	Cc1ccc(O)c(-c2c(O)nc3c(c(C(=O)O)cc4cc[nH]c43)c2C=N)c1
397	COc1cc(O)c(C(=O)O)c2c(Cl)cc(N)c(Cl)c12	COc1cc(O)c(C(=O)O)c2c(Cl)cc(N)c(Cl)c12
399	CCCc1cc(C(=O)O)cc2cccc(CCOC(=O)CC)c12	CCCc1cc(C(=O)O)cc2cccc(CCOC(=O)CC)c12
400	COc1ccc2c(Cc3[nH]ccc3Cl)ccc(C=O)c2c1	COc1ccc2c(Cc3[nH]ccc3Cl)ccc(C=O)c2c1
401	Cc1c(O)cnc2cc(CCn3cccc3C(C)(C)c3ccccc3)cc(C(=CN)C(=O)O)c12	Cc1c(O)cnc2cc(CCn3cccc3C(C)(C)c3ccccc3)cc(C(=CN)C(=O)O)c12
405	CCCCCCC(=O)Oc1ccc2ccccc2c1CO	CCCCCCC(=O)Oc1ccc2ccccc2c1CO
406	O=C(O)CCCCC1=CC(=O)C(CCCC(=O)O)=C(C(=O)O)C1=O	O=C(O)CCCCC1=CC(=O)C(CCCC(=O)O)=C(C(=O)O)C1=O
407	COc1ccccc1-c1ccc2c(CC(=O)O)c(O)cc(O)c2c1OC	COc1ccccc1-c1ccc2c(CC(=O)O)c(O)cc(O)c2c1OC
408	CCOC1=C(C(=O)O)C(=O)c2cnc(O)c(Oc3c(-c4cccs4)cc(OC)c(Cl)c3Cl)c2C1=O	CCOC1=C(C(=O)O)C(=O)c2cnc(O)c(Oc3c(-c4cccs4)cc(OC)c(Cl)c3Cl)c2C1=O
413	Cc1ccc(C(=O)OC(=O)c2c(O)cccc2F)cc1	Cc1ccc(C(=O)OC(=O)c2c(O)cccc2F)cc1
417	CCc1c(O)nc(O)n1-c1c(O)ccc(C#N)c1O	CCc1c(O)nc(O)n1-c1c(O)ccc(C#N)c1O
420	O=C(O)c1c(O)cc2c(c1C(=O)O)CC=C(c1ccc3c(c1)CCCC3)C2	O=C(O)c1c(O)cc2c(c1C(=O)O)CC=C(c1ccc3c(c1)CCCC3)C2
421	O=C(O)CC(=O)c1ccc(C(=O)O)cc1CC(=Cc1cc(O)ccc1O)C(=O)O	O=C(O)CC(=O)c1ccc(C(=O)O)cc1CC(=Cc1cc(O)ccc1O)C(=O)O
422	Cc1cc(O)c2c(C(=O)CC(=O)CC(=O)O)cc(C)c(O)c2c1	Cc1cc(O)c2c(C(=O)CC(=O)CC(=O)O)cc(C)c(O)c2c1
424	O=C(CC(=O)NC(=O)OC(=O)c1ccccc1O)CC(=O)OC(=O)CC(=O)c1ccc2[nH]ccc2c1	O=C(CC(=O)NC(=O)OC(=O)c1ccccc1O)CC(=O)OC(=O)CC(=O)c1ccc2[nH]ccc2c1
425	CCc1cc(C(=O)N(C(C)=O)C(=O)C2=CC(=O)C=CC2=O)cc2ccccc12	CCc1cc(C(=O)N(C(C)=O)C(=O)C2=CC(=O)C=CC2=O)cc2ccccc12
426	O=C(O)c1c(OCc2ccc[nH]2)c(O)c2ccc(O)c(C(=O)O)c2c1Cn1ccc(O)c1	O=C(O)c1c(OCc2ccc[nH]2)c(O)c2ccc(O)c(C(=O)O)c2c1Cn1ccc(O)c1
432	COc1c(Cl)cccc1Cc1cc(-c2ccc(C(=O)O)cc2)c2[nH]cc(Cl)c2c1	COc1c(Cl)cccc1Cc1cc(-c2ccc(C(=O)O)cc2)c2[nH]cc(Cl)c2c1
437	C=c1c(OC)ccc(O)c1=C(CC)c1ccc(CCC)cc1	C=c1c(OC)ccc(O)c1=C(CC)c1ccc(CCC)cc1
441	NC(=O)OCCOC(=O)c1cccc2cccc(-c3ccc4cccc(F)c4c3)c12	NC(=O)OCCOC(=O)c1cccc2cccc(-c3ccc4cccc(F)c4c3)c12
444	Cc1cc(CO)c(Cc2cocc2-c2cc(O)c(C)c(O)c2)cc1O	Cc1cc(CO)c(Cc2cocc2-c2cc(O)c(C)c(O)c2)cc1O
447	CC(C)n1cccc1CCOCc1c(O)ccc2nc[nH]c12	CC(C)n1cccc1CCOCc1c(O)ccc2nc[nH]c12
451	CC(=O)OC(=O)c1ccc(CC(=O)OC(=O)c2cc(C)c(CC(=O)O)s2)cc1	CC(=O)OC(=O)c1ccc(CC(=O)OC(=O)c2cc(C)c(CC(=O)O)s2)cc1
456	CCCCC(=O)N(C(=O)CCC)C(=O)CCc1ccc(CCOC(C)=O)cc1O	CCCCC(=O)N(C(=O)CCC)C(=O)CCc1ccc(CCOC(C)=O)cc1O
460	COC(=O)C(=CC(=O)Nc1cc(Cl)ccc1NS(=O)(=O)O)C(=O)Cc1cocc1O	COC(=O)C(=CC(=O)Nc1cc(Cl)ccc1NS(=O)(=O)O)C(=O)Cc1cocc1O
462	O=S(=O)(O)c1ccc2c(cnc3cccc(Cl)c32)c1O	O=S(=O)(O)c1ccc2c(cnc3cccc(Cl)c32)c1O
465	CNC(=O)c1cc2ccc(C)c(C(=O)OCc3ccccc3)c2cc1C(N)=O	CNC(=O)c1cc2ccc(C)c(C(=O)OCc3ccccc3)c2cc1C(N)=O
467	Oc1cc(Cl)c2cc[nH]c2c1-c1cc2cnc(O)c(O)c2c2ccc(Cl)cc12	Oc1cc(Cl)c2cc[nH]c2c1-c1cc2cnc(O)c(O)c2c2ccc(Cl)cc12
472	CCc1c(C2CCCCC2)cc(F)c2cc3occc3cc12	CCc1c(C2CCCCC2)cc(F)c2cc3occc3cc12
475	CC(C(=O)NC(=O)NS(=O)(=O)c1ccccc1)=C(C)C(=CCC1CCCCC1)CCO	CC(C(=O)NC(=O)NS(=O)(=O)c1ccccc1)=C(C)C(=CCC1CCCCC1)CCO
476	COc1ccc2cccc(CC(=O)CC(=O)O)c2c1OC	COc1ccc2cccc(CC(=O)CC(=O)O)c2c1OC
478	CCC(=O)OC(=O)c1cnc2cccc(C(=O)O)c2c1	CCC(=O)OC(=O)c1cnc2cccc(C(=O)O)c2c1
481	CCOc1ccc(C(=O)O)c(Nc2cc(O)ccc2O)c1	CCOc1ccc(C(=O)O)c(Nc2cc(O)ccc2O)c1
485	COc1cc2[nH]cc(C(=O)O)c2c2c(O)c3cccc(C(=O)O)c3c(CC(=O)O)c12	COc1cc2[nH]cc(C(=O)O)c2c2c(O)c3cccc(C(=O)O)c3c(CC(=O)O)c12
486	O=C(O)CC(=O)c1cc2cc(O)ccc2cc1S(=O)(=O)NO	O=C(O)CC(=O)c1cc2cc(O)ccc2cc1S(=O)(=O)NO
490	COc1cc(Nc2c(C(C)C)c(O)c3cc[nH]c3c2C)cc(OC)c1	COc1cc(Nc2c(C(C)C)c(O)c3cc[nH]c3c2C)cc(OC)c1
491	C=C(C(=O)O)C(=O)c1cc2nc(-c3cccc(O)c3C(N)=O)oc2c2c(F)cc(C(=O)O)cc12	C=C(C(=O)O)C(=O)c1cc2nc(-c3cccc(O)c3C(N)=O)oc2c2c(F)cc(C(=O)O)cc12
497	COCC1=CCc2c(O)c(O)c3c(=O)ccn(C(=O)O)c3c2C1	COCC1=CCc2c(O)c(O)c3c(=O)ccn(C(=O)O)c3c2C1
500	COc1ccc(Cl)c(CCc2cc3c4c(c(O)ccc4c2)CC=C3)c1C(=O)O	COc1ccc(Cl)c(CCc2cc3c4c(c(O)ccc4c2)CC=C3)c1C(=O)O
501	CCCC(=O)OC(=O)Cc1cccc(-c2c3c(c(C)c(CC)c2C(=O)CO)CCCC3)c1	CCCC(=O)OC(=O)Cc1cccc(-c2c3c(c(C)c(CC)c2C(=O)CO)CCCC3)c1
502	CC(=O)NC(=O)Cc1cccc2cc(NS(=O)(=O)O)c3[nH]c(C)c(Cl)c3c12	CC(=O)NC(=O)Cc1cccc2cc(NS(=O)(=O)O)c3[nH]c(C)c(Cl)c3c12
506	CC(C)c1cc(O)cc(O)c1S(=O)(=O)c1ccc(-c2c(C(=O)CO)c(O)n(CCCC(N)=O)c2O)cc1	CC(C)c1cc(O)cc(O)c1S(=O)(=O)c1ccc(-c2c(C(=O)CO)c(O)n(CCCC(N)=O)c2O)cc1
507	COC(=O)c1c(I)c(C(=O)O)cc(F)c1OC(=O)CC(C)C	COC(=O)c1c(I)c(C(=O)O)cc(F)c1OC(=O)CC(C)C
510	CCc1ccc(O)c(NC(=O)CC(=O)c2c(O)cccc2OC)c1	CCc1ccc(O)c(NC(=O)CC(=O)c2c(O)cccc2OC)c1
511	CCc1c(-c2ccc3ccc(C(=O)OC)c(O)c3c2)ccc2nc(N)cc(OC)c12	CCc1c(-c2ccc3ccc(C(=O)OC)c(O)c3c2)ccc2nc(N)cc(OC)c12
512	CCC(C)(C)CC1=CC(=O)C(CCc2nc(C)c(C)[nH]2)=CC1=O	CCC(C)(C)CC1=CC(=O)C(CCc2nc(C)c(C)[nH]2)=CC1=O
521	O=C(O)Cc1cccc2ccc(CCC(C(=O)O)C(=O)O)cc12	O=C(O)Cc1cccc2ccc(CCC(C(=O)O)C(=O)O)cc12
522	O=C(NO)c1c(O)nc(O)c2c(O)cc3[nH]ccc3c12	O=C(NO)c1c(O)nc(O)c2c(O)cc3[nH]ccc3c12
524	COC(=O)c1ccc(C(=O)O)cc1-c1cccc(C(=O)O)c1	COC(=O)c1ccc(C(=O)O)cc1-c1cccc(C(=O)O)c1
526	COC(=CC(=CBr)Oc1cc(CNC(=O)O)ccc1F)c1cccc(C(=O)O)c1	COC(=CC(=CBr)Oc1cc(CNC(=O)O)ccc1F)c1cccc(C(=O)O)c1
528	Cc1cc(O)c(S(=O)(=O)OC(=O)c2ccccc2C(=O)O)c(O)c1	Cc1cc(O)c(S(=O)(=O)OC(=O)c2ccccc2C(=O)O)c(O)c1
529	CCCC(=O)OCCC(=O)NC(=O)Nc1cccc2ccc3ccccc3c12	CCCC(=O)OCCC(=O)NC(=O)Nc1cccc2ccc3ccccc3c12
531	Cc1ccc2c(O)cccc2c1C(=O)OC(=O)CC(=O)O	Cc1ccc2c(O)cccc2c1C(=O)OC(=O)CC(=O)O
533	COC(=O)Nc1cccc2cc3cc(O)c4c(cc(OC)c5[nH]cc(C(=O)O)c54)c3cc12	COC(=O)Nc1cccc2cc3cc(O)c4c(cc(OC)c5[nH]cc(C(=O)O)c54)c3cc12
534	CCCc1nc(O)c2c(C(=O)O)c(NC(=O)CC(=O)c3cccs3)cc(CC(=COC)CO)c2n1	CCCc1nc(O)c2c(C(=O)O)c(NC(=O)CC(=O)c3cccs3)cc(CC(=COC)CO)c2n1
535	O=C(NC(=O)c1cnc[nH]1)c1ccc2cccnc2c1	O=C(NC(=O)c1cnc[nH]1)c1ccc2cccnc2c1
537	O=C(O)Cc1c(NC(=O)NC(=O)c2ccccc2)[nH]c2c1ccc1c(C(=O)O)c(O)ccc12	O=C(O)Cc1c(NC(=O)NC(=O)c2ccccc2)[nH]c2c1ccc1c(C(=O)O)c(O)ccc12
545	CCc1cc(O)nc(-c2cc3c(OC)cccc3c3c2CCCC3)c1CCO	CCc1cc(O)nc(-c2cc3c(OC)cccc3c3c2CCCC3)c1CCO
549	O=C(COCCCC(=O)c1c(Cl)cc(O)cc1C(=O)O)c1ccccc1	O=C(COCCCC(=O)c1c(Cl)cc(O)cc1C(=O)O)c1ccccc1
550	O=C(O)C=C(Oc1ccc2cc[nH]c2c1)c1ccc(O)c(C(=O)O)c1CCCC(=O)O	O=C(O)C=C(Oc1ccc2cc[nH]c2c1)c1ccc(O)c(C(=O)O)c1CCCC(=O)O
552	COS(=O)(=O)c1cnc2c(NC(=O)OC(=O)NCC(=O)OC(=O)NCCC(=O)O)cccc2c1	COS(=O)(=O)c1cnc2c(NC(=O)OC(=O)NCC(=O)OC(=O)NCCC(=O)O)cccc2c1
555	Cc1cc(CO)c2cc3ccc(C#N)c(C(=O)OC(=O)CCc4ccccc4C(=O)O)c3cc2c1	Cc1cc(CO)c2cc3ccc(C#N)c(C(=O)OC(=O)CCc4ccccc4C(=O)O)c3cc2c1
558	Cc1cccc2c(C(=O)O)cc(OCC(=O)NC(=O)Cc3ccccc3)cc12	Cc1cccc2c(C(=O)O)cc(OCC(=O)NC(=O)Cc3ccccc3)cc12
562	C=C(Cl)Nc1ccc(-c2c[nH]c(O)c2)c2ccc3occ(OC(=O)NCC)c3c12	C=C(Cl)Nc1ccc(-c2c[nH]c(O)c2)c2ccc3occ(OC(=O)NCC)c3c12
564	COC(=O)c1c(O)cc2cc(Cl)c3ccccc3c2c1C	COC(=O)c1c(O)cc2cc(Cl)c3ccccc3c2c1C
567	CC(=O)c1cc(C(=O)O)c(-c2cc(S(=O)(=O)O)[nH]c2-c2cc(C)no2)[nH]1	CC(=O)c1cc(C(=O)O)c(-c2cc(S(=O)(=O)O)[nH]c2-c2cc(C)no2)[nH]1
568	CC(C)(C)C(=O)Oc1cc(Cl)c2c(c1)NC=C(O)C2	CC(C)(C)C(=O)Oc1cc(Cl)c2c(c1)NC=C(O)C2
571	COc1ccc(O)c2c(OC)c(Cl)c(F)c(OC)c12	COc1ccc(O)c2c(OC)c(Cl)c(F)c(OC)c12
573	C=C(Cl)Sc1cc2c(OC(=O)CC(=O)O)cccc2cc1C(=O)O	C=C(Cl)Sc1cc2c(OC(=O)CC(=O)O)cccc2cc1C(=O)O
577	CC(=O)OC(=O)NC(=O)c1cc(Cl)c(NC(=O)CCC(=O)O)c(-c2[nH]c(O)cc2Cc2ccsc2)c1	CC(=O)OC(=O)NC(=O)c1cc(Cl)c(NC(=O)CCC(=O)O)c(-c2[nH]c(O)cc2Cc2ccsc2)c1
578	O=C(O)Cc1cc(O)c2cc(CC(=O)O)c(Cl)cc2c1	O=C(O)Cc1cc(O)c2cc(CC(=O)O)c(Cl)cc2c1
580	CCCCC(=O)N(C(=O)CCC)C(=O)c1cc(Cl)c(NC(C)=O)c(CCCO)c1O	CCCCC(=O)N(C(=O)CCC)C(=O)c1cc(Cl)c(NC(C)=O)c(CCCO)c1O
583	CCCC(F)(F)c1c(C(=O)O)oc2c1ccc1ccc3cc(CO)ccc3c12	CCCC(F)(F)c1c(C(=O)O)oc2c1ccc1ccc3cc(CO)ccc3c12
584	CNCCc1c(Cl)cc(O)n1Cc1ccc(C(=O)O)cc1	CNCCc1c(Cl)cc(O)n1Cc1ccc(C(=O)O)cc1
589	C=C(Cc1ccc(CN)c(N(C)C)c1CCC)C(=O)O	C=C(Cc1ccc(CN)c(N(C)C)c1CCC)C(=O)O
591	O=C(O)CNC(O)=NOC(=O)c1cscc1Cc1cc(O)cc(Cl)c1	O=C(O)CNC(O)=NOC(=O)c1cscc1Cc1cc(O)cc(Cl)c1
592	CCc1c(CCOC)cccc1-c1c(C(=O)O)c(O)n(CC)c1C	CCc1c(CCOC)cccc1-c1c(C(=O)O)c(O)n(CC)c1C
593	Cc1c2ccc3cc(CO)c4c(O)c(CC(=O)O)ccc4c3c2cc2c(O)cc(I)c(O)c12	Cc1c2ccc3cc(CO)c4c(O)c(CC(=O)O)ccc4c3c2cc2c(O)cc(I)c(O)c12
595	CCC(=O)c1c(O)[nH]c(O)c1CCC(=O)OCCCc1ccccc1	CCC(=O)c1c(O)[nH]c(O)c1CCC(=O)OCCCc1ccccc1
597	Cc1cc2c3c(nc(O)c(C(=O)NCO)c3c1)CC=C2	Cc1cc2c3c(nc(O)c(C(=O)NCO)c3c1)CC=C2
604	CC(=Cc1c(C(=O)O)ccc2cnc(O)c(C(=O)O)c12)c1ccc(C#N)c(O)c1	CC(=Cc1c(C(=O)O)ccc2cnc(O)c(C(=O)O)c12)c1ccc(C#N)c(O)c1
606	NCCCCCNC(=O)OC(=O)c1ccc(C(=O)O)cc1CO	NCCCCCNC(=O)OC(=O)c1ccc(C(=O)O)cc1CO
607	COc1cccc2c1Cc1c(C)c3c4[nH]c(-c5cccc(Cl)c5OC)nc4c(O)cc3n1-2	COc1cccc2c1Cc1c(C)c3c4[nH]c(-c5cccc(Cl)c5OC)nc4c(O)cc3n1-2
613	Cc1cc2nc(C(=O)O)ccc2c(N(C)C)c1C	Cc1cc2nc(C(=O)O)ccc2c(N(C)C)c1C
616	CCCCCCCOc1c[n+]([O-])cc(COC(=O)c2ccc(F)c3ccccc23)c1C(=O)O	CCCCCCCOc1c[n+]([O-])cc(COC(=O)c2ccc(F)c3ccccc23)c1C(=O)O
622	C=CCCc1cc(C(=O)OC(=O)c2ccc(OC)c3ccccc23)cc(C(C)C)c1	C=CCCc1cc(C(=O)OC(=O)c2ccc(OC)c3ccccc23)cc(C(C)C)c1
623	Oc1ccc(COc2c(O)cc(Cl)cc2F)cc1	Oc1ccc(COc2c(O)cc(Cl)cc2F)cc1
628	O=C(O)NCCC(=O)c1cc(COCc2cc(I)c3ccccc3c2)cc2c1C(=O)C(=O)C=C2O	O=C(O)NCCC(=O)c1cc(COCc2cc(I)c3ccccc3c2)cc2c1C(=O)C(=O)C=C2O
631	O=C(O)CCc1ccc2c(-c3cc(CO)cc4cc(O)cc(O)c34)ccc(Cl)c2c1	O=C(O)CCc1ccc2c(-c3cc(CO)cc4cc(O)cc(O)c34)ccc(Cl)c2c1
640	O=C(O)c1cc(CO)c2c(O)c3c(cc2c1C(=O)O)[nH]c1c(C(=O)O)cccc13	O=C(O)c1cc(CO)c2c(O)c3c(cc2c1C(=O)O)[nH]c1c(C(=O)O)cccc13
641	Cc1c(C(=O)Oc2ccc3[nH]ccc3c2CO)cc2ccc(Cc3cccc(O)c3)cc2c1C	Cc1c(C(=O)Oc2ccc3[nH]ccc3c2CO)cc2ccc(Cc3cccc(O)c3)cc2c1C
643	Cc1cc(OC(=O)c2c[nH]c3c(F)c4cc(O)[nH]c4cc23)cn1Cc1ccc(C(=O)O)cc1	Cc1cc(OC(=O)c2c[nH]c3c(F)c4cc(O)[nH]c4cc23)cn1Cc1ccc(C(=O)O)cc1
646	CC(=O)NC(=O)c1c2c(Cl)ccc(O)c2cc2c(Cl)c(O)c(Cl)c(C(=O)O)c12	CC(=O)NC(=O)c1c2c(Cl)ccc(O)c2cc2c(Cl)c(O)c(Cl)c(C(=O)O)c12
648	COCC(=O)CC(=CC(=CCO)Cc1cccc(O)c1O)C(=O)OC(=O)CC=O	COCC(=O)CC(=CC(=CCO)Cc1cccc(O)c1O)C(=O)OC(=O)CC=O
651	COC(=Cc1ccoc1)c1cc(OC)cc(C(=O)O)c1	COC(=Cc1ccoc1)c1cc(OC)cc(C(=O)O)c1
658	CCCCCc1c(C(C)C)cc(Cl)c(C(=O)O)c1O	CCCCCc1c(C(C)C)cc(Cl)c(C(=O)O)c1O
659	O=C(O)Cc1c2ccccc2cc2ccc(Cl)cc12	O=C(O)Cc1c2ccccc2cc2ccc(Cl)cc12
660	CCNC(=O)c1c(O)nc(O)c2c1CC=C(OC)C2	CCNC(=O)c1c(O)nc(O)c2c1CC=C(OC)C2
665	CCOc1c(NCC(=O)O)c(C(=O)O)c2cc[nH]c2c1N1CCC(CC(=O)O)=C1O	CCOc1c(NCC(=O)O)c(C(=O)O)c2cc[nH]c2c1N1CCC(CC(=O)O)=C1O
666	OC1=CCc2c(O)ccc(CCc3[nH]cnc3Cl)c2C1	OC1=CCc2c(O)ccc(CCc3[nH]cnc3Cl)c2C1
670	O=C(O)CC(=O)NC(=O)CCCc1cc(O)c(NC(=O)CC(=O)O)c(C(=O)O)c1O	O=C(O)CC(=O)NC(=O)CCCc1cc(O)c(NC(=O)CC(=O)O)c(C(=O)O)c1O
673	CC=C(Cc1cc(CCC)ccc1O)C(=O)OC(=O)c1ccc2c(Cl)c3ccoc3cc2c1	CC=C(Cc1cc(CCC)ccc1O)C(=O)OC(=O)c1ccc2c(Cl)c3ccoc3cc2c1
674	CC(=O)NC(=O)OCc1cccc(-c2nc(N)ccc2F)c1	CC(=O)NC(=O)OCc1cccc(-c2nc(N)ccc2F)c1
682	O=C(NC(=O)c1cc2ccccc2cc1Cl)c1ccccc1O	O=C(NC(=O)c1cc2ccccc2cc1Cl)c1ccccc1O
684	CCC(O)=Nc1c(O)c2ccccc2c2oc3ccccc3c12	CCC(O)=Nc1c(O)c2ccccc2c2oc3ccccc3c12
689	COc1cc(C(=O)O)cc2ccc3cc(O)c4[nH]c(O)[n+](-c5[nH]c(C)cc5C(=O)O)c4c3c12	COc1cc(C(=O)O)cc2ccc3cc(O)c4[nH]c(O)[n+](-c5[nH]c(C)cc5C(=O)O)c4c3c12
693	O=C(O)CCCCC(=O)OC(=O)c1coc2ccc3cc(C(=O)O)cc(C(=O)O)c3c12	O=C(O)CCCCC(=O)OC(=O)c1coc2ccc3cc(C(=O)O)cc(C(=O)O)c3c12
696	COc1cc(O)cc2ccc3cc(CC(=O)O)cc(C)c3c12	COc1cc(O)cc2ccc3cc(CC(=O)O)cc(C)c3c12
697	C=C(C(=O)O)c1c(O)c(C(=O)O)c2c(NC(=O)OCC)c(C)ccc2c1O	C=C(C(=O)O)c1c(O)c(C(=O)O)c2c(NC(=O)OCC)c(C)ccc2c1O
698	CCc1nc(C(=O)NCc2cc(CC(=O)O)cc3c(C)cccc23)c(O)nc1O	CCc1nc(C(=O)NCc2cc(CC(=O)O)cc3c(C)cccc23)c(O)nc1O
699	Cc1cc(CC(=O)O)c(O)c2c1ccc1c(C(=O)O)c(O)ccc12	Cc1cc(CC(=O)O)c(O)c2c1ccc1c(C(=O)O)c(O)ccc12
700	CC(=O)CC(=O)CCc1cc(CN)c2cc(O)cc(Cl)c2c1	CC(=O)CC(=O)CCc1cc(CN)c2cc(O)cc(Cl)c2c1
701	CCCC(F)(F)Cc1ccc([N+](CP(=O)(O)O)=C(O)CC(=O)O)c(CCC(=O)O)c1	CCCC(F)(F)Cc1ccc([N+](CP(=O)(O)O)=C(O)CC(=O)O)c(CCC(=O)O)c1
703	C=CS(=O)(=O)c1c(C)cc(CO)cc1C(=O)OC(C)=O	C=CS(=O)(=O)c1c(C)cc(CO)cc1C(=O)OC(C)=O
704	CC(C)c1cccc2c(O)c(OCCc3ccc(C#N)cc3)c(O)cc12	CC(C)c1cccc2c(O)c(OCCc3ccc(C#N)cc3)c(O)cc12
705	CC(C)CCOC(=O)CC(=O)NC(=O)Cc1cc(CN)ccc1CO	CC(C)CCOC(=O)CC(=O)NC(=O)Cc1cc(CN)ccc1CO
706	O=C(O)CCc1ccc2c(O)cc3c(Cl)cccc3c2c1	O=C(O)CCc1ccc2c(O)cc3c(Cl)cccc3c2c1
707	O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12	O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12
708	O=C(O)CC(=NOc1cc2ccccc2c2c1CC=CC2)C(=O)O	O=C(O)CC(=NOc1cc2ccccc2c2c1CC=CC2)C(=O)O
712	CCCc1ccc(O)c(C(=O)CC(=O)OC(=O)Nc2ccc(O)cc2OCc2cccnc2)c1	CCCc1ccc(O)c(C(=O)CC(=O)OC(=O)Nc2ccc(O)cc2OCc2cccnc2)c1
713	COc1cc2c(O)cc(O)c(CCCCC(=O)O)c2c(O)c1C(=O)NC(=O)Cc1ccccc1	COc1cc2c(O)cc(O)c(CCCCC(=O)O)c2c(O)c1C(=O)NC(=O)Cc1ccccc1
714	O=C(O)C(=C(O)c1ccccc1-c1ccc(S(=O)(=O)O)n1CCc1cccc(Cl)c1)c1ccccc1	O=C(O)C(=C(O)c1ccccc1-c1ccc(S(=O)(=O)O)n1CCc1cccc(Cl)c1)c1ccccc1
716	CCc1c(CCn2cccc2)ccc2c(OC)ccc(C)c12	CCc1c(CCn2cccc2)ccc2c(OC)ccc(C)c12
717	CC(C)c1c2ccccc2cc2c1cc1n2-c2c(c(O)cc(O)c2C(=O)O)C1	CC(C)c1c2ccccc2cc2c1cc1n2-c2c(c(O)cc(O)c2C(=O)O)C1
719	CCOc1c(CO)cc(O)cc1NC1=CC(=O)c2c(OC)cc3c(C)cccc3c2C1=O	CCOc1c(CO)cc(O)cc1NC1=CC(=O)c2c(OC)cc3c(C)cccc3c2C1=O
721	CC(=O)OC(=O)c1ccc2c3c(cc4c(CC=O)coc42)CC=Cc13	CC(=O)OC(=O)c1ccc2c3c(cc4c(CC=O)coc42)CC=Cc13
722	CC(=O)c1cc2cc(C(=O)O)ccc2cc1-c1ccccc1	CC(=O)c1cc2cc(C(=O)O)ccc2cc1-c1ccccc1
726	CCOc1cc(-c2oc3c(c(O)cc4[nH]cc(C(=O)O)c43)c2C)c(O)cc1C(=O)O	CCOc1cc(-c2oc3c(c(O)cc4[nH]cc(C(=O)O)c43)c2C)c(O)cc1C(=O)O
729	CC(C)(C)c1c(-c2cccc(CCCO)c2)cccc1S(=O)(=O)OCCc1ccccc1C(=O)O	CC(C)(C)c1c(-c2cccc(CCCO)c2)cccc1S(=O)(=O)OCCc1ccccc1C(=O)O
734	Cc1cc2cc(CCCC(=O)O)ccc2c2ccc(C(=O)O)c(CC(=O)O)c12	Cc1cc2cc(CCCC(=O)O)ccc2c2ccc(C(=O)O)c(CC(=O)O)c12
735	NC(=O)c1c(O)c2c(c3cnccc13)CC=CC2	NC(=O)c1c(O)c2c(c3cnccc13)CC=CC2
737	Oc1ccc2cc(-n3ccc(-c4ccc5cc(F)cc(O)c5c4O)c3)ccc2c1	Oc1ccc2cc(-n3ccc(-c4ccc5cc(F)cc(O)c5c4O)c3)ccc2c1
739	CC(=C(C)c1cc(-c2ccc(C)o2)cc(C(=O)O)c1C(C)C)c1ccc(C(=O)O)cc1	CC(=C(C)c1cc(-c2ccc(C)o2)cc(C(=O)O)c1C(C)C)c1ccc(C(=O)O)cc1
741	O=C(O)CC(=O)Oc1ccc(C(c2ccccc2)c2ccccc2)c2cocc12	O=C(O)CC(=O)Oc1ccc(C(c2ccccc2)c2ccccc2)c2cocc12
745	CCCCC(=O)NC(=O)Nc1cc(F)c(C)c(Cc2cc(CC)ccc2-c2ccccc2)c1C(=O)O	CCCCC(=O)NC(=O)Nc1cc(F)c(C)c(Cc2cc(CC)ccc2-c2ccccc2)c1C(=O)O
758	COCC(=CC(=O)O)N(Cc1ccccc1NC(=O)NC(C)(C)C)c1cccc(OC)c1O	COCC(=CC(=O)O)N(Cc1ccccc1NC(=O)NC(C)(C)C)c1cccc(OC)c1O
760	CCCOC(=O)COc1cccc(Cl)c1-c1cc(Cl)cc(-c2ccccc2)c1	CCCOC(=O)COc1cccc(Cl)c1-c1cc(Cl)cc(-c2ccccc2)c1
763	COCCCC(Cl)=C(C)c1cc(O)cc(C(=O)NC(=O)O)c1	COCCCC(Cl)=C(C)c1cc(O)cc(C(=O)NC(=O)O)c1
765	CCOC(=O)c1cc2ccccc2c2ccc(Oc3c[nH]c(C)c3)cc12	CCOC(=O)c1cc2ccccc2c2ccc(Oc3c[nH]c(C)c3)cc12
766	CC(=O)OC(=O)c1cc(O)c(NC(=O)CCC(=O)O)c(F)c1O	CC(=O)OC(=O)c1cc(O)c(NC(=O)CCC(=O)O)c(F)c1O
