SMILES (prior)	SMILES (after) round trip:
209	O=C(O)CCCCC(=O)OC(=O)/C=C\C/C=C\Cc1ccc2c(C(=O)O)cccc2c1	O=C(O)CCCCC(=O)OC(=O)C=CCC=CCc1ccc2c(C(=O)O)cccc2c1
210	CCCCC1=C(C(=O)O)Cc2c(OC)cc(F)c(C(=O)O)c2[C@@H]1O	CCCCC1=C(C(=O)O)Cc2c(OC)cc(F)c(C(=O)O)c2C1O
211	Cc1n[nH]c(O)c1C[C@@H](C[C@H](O)C(=O)c1nc(O)cc2cccc(Cl)c12)C(C)(C)O	Cc1n[nH]c(O)c1CC(CC(O)C(=O)c1nc(O)cc2cccc(Cl)c12)C(C)(C)O
213	O=C(O)c1c(O)nc2c(Cl)cccc2c1C(=O)CN[C@@H]1C(CO)=C(O)Cc2c(O)ccc(O)c21	O=C(O)c1c(O)nc2c(Cl)cccc2c1C(=O)CNC1C(CO)=C(O)Cc2c(O)ccc(O)c21
214	Cc1ccc(-c2cc([C@H](CC3=CC(=O)C=CC3=O)C(=O)O)ccc2C(=O)O)[nH]1	Cc1ccc(-c2cc(C(CC3=CC(=O)C=CC3=O)C(=O)O)ccc2C(=O)O)[nH]1
215	CO[C@@H](CNCC(=O)O)c1c2[nH]c3ccccc3c2c(C)c2cc(O)cc(C)c12	COC(CNCC(=O)O)c1c2[nH]c3ccccc3c2c(C)c2cc(O)cc(C)c12
216	COC(=O)C1=C2c3cc(OC)ccc3C=C[C@H]2c2cccnc2N1	COC(=O)C1=C2c3cc(OC)ccc3C=CC2c2cccnc2N1
217	Cc1cc([C@@H](F)c2c(C)ccc(/C=C/C(=O)O)c2O)c(C)cc1C(=O)O	Cc1cc(C(F)c2c(C)ccc(C=CC(=O)O)c2O)c(C)cc1C(=O)O
219	C/C=C\C[C@H](CCCCC(=O)O)c1cccc(C(F)(F)CCC)c1[C@@H]1CCC[C@@H](O)C1	CC=CCC(CCCCC(=O)O)c1cccc(C(F)(F)CCC)c1C1CCCC(O)C1
220	COc1cc2c(O)ccc(C(=O)O)c2c2c(O)cc(O)c(C(=O)/C=C\C(=O)CC(=O)O)c12	COc1cc2c(O)ccc(C(=O)O)c2c2c(O)cc(O)c(C(=O)C=CC(=O)CC(=O)O)c12
222	O=C(NC(=O)[C@@H](C(=O)NO)C(=O)NC(=O)c1cccc(C(=O)O)c1)Nc1cccc(F)c1C(=O)O	O=C(NC(=O)C(C(=O)NO)C(=O)NC(=O)c1cccc(C(=O)O)c1)Nc1cccc(F)c1C(=O)O
224	C/C=C(\Cc1ccc(C(=O)OC(=O)CC(O)=NOC)cc1/C=C\C(=O)O)C(=O)O	CC=C(Cc1ccc(C(=O)OC(=O)CC(O)=NOC)cc1C=CC(=O)O)C(=O)O
225	C/C=C/c1c(O)cc(OCC(=O)O)c2[nH]ccc12	CC=Cc1c(O)cc(OCC(=O)O)c2[nH]ccc12
227	COc1cccc(O)c1Cc1ccc(NC(=O)CC(=O)O)cc1[C@H](O)/C=C\Cc1cncc(O)c1	COc1cccc(O)c1Cc1ccc(NC(=O)CC(=O)O)cc1C(O)C=CCc1cncc(O)c1
229	Cc1cc(OCC(C)C)c(-c2cc(O)cc(C(=O)O)c2)c2c1[C@@H](CCNC=O)C=CC2	Cc1cc(OCC(C)C)c(-c2cc(O)cc(C(=O)O)c2)c2c1C(CCNC=O)C=CC2
230	C/C=C(\Cc1cc(O)nc2ccc(C(=O)O)c(C(=O)O)c12)C(=O)O	CC=C(Cc1cc(O)nc2ccc(C(=O)O)c(C(=O)O)c12)C(=O)O
232	C[C@H]1C=CCc2cn(-c3cc(S(=O)(=O)O)c4ccc(C(=O)O)cc4n3)cc21	CC1C=CCc2cn(-c3cc(S(=O)(=O)O)c4ccc(C(=O)O)cc4n3)cc21
233	CS[C@H](Cl)c1cc2cc(CC(=O)O)ccc2c(O)c1Nc1nc2ccc(I)cc2[nH]1	CSC(Cl)c1cc2cc(CC(=O)O)ccc2c(O)c1Nc1nc2ccc(I)cc2[nH]1
234	CCCCC[C@](C)(O)c1c(O)cccc1NC[C@@H](O)C(=O)O	CCCCCC(C)(O)c1c(O)cccc1NCC(O)C(=O)O
235	COC[C@H]1C=CC[C@H]2C1=C(O)Cc1cc3c(cc12)c(C)cc1ccoc13	COCC1C=CCC2C1=C(O)Cc1cc3c(cc12)c(C)cc1ccoc13
236	N#Cc1cc([C@H](O)/C(O)=C/S(N)(=O)=O)c2ccccc2c1	N#Cc1cc(C(O)C(O)=CS(N)(=O)=O)c2ccccc2c1
237	O=C[C@H](C(=O)CC(=O)O)C(=O)Nc1c(-c2ccccc2)oc2cccc(O)c12	O=CC(C(=O)CC(=O)O)C(=O)Nc1c(-c2ccccc2)oc2cccc(O)c12
242	Cc1cccc(C(O)=C/C=C(\Cc2ccncc2CCC(=O)O)C(=O)O)c1	Cc1cccc(C(O)=CC=C(Cc2ccncc2CCC(=O)O)C(=O)O)c1
243	C/C=C1/N=C(CC(F)(F)c2cc[nH]c2)C(O)=C(C(=O)C(=O)/C=C/C(=O)O)[C@@H]1c1ccccc1O	CC=C1N=C(CC(F)(F)c2cc[nH]c2)C(O)=C(C(=O)C(=O)C=CC(=O)O)C1c1ccccc1O
249	CCOC(=O)Cc1c(O)cc2cc(C=O)cc([C@H](F)CNC(=O)OC(=O)CCCO)c2c1C	CCOC(=O)Cc1c(O)cc2cc(C=O)cc(C(F)CNC(=O)OC(=O)CCCO)c2c1C
250	O=C(O)Cc1c(Cl)ccc(-c2ccccc2)c1-c1cc(Cl)c2c(c1)[C@@H](O)C=C(C(=O)O)[C@@H]2O	O=C(O)Cc1c(Cl)ccc(-c2ccccc2)c1-c1cc(Cl)c2c(c1)C(O)C=C(C(=O)O)C2O
254	Oc1c([C@@H]2C[C@H](O)C[C@H](O)C2)ccc2ccccc12	Oc1c(C2CC(O)CC(O)C2)ccc2ccccc12
255	C/C=C(/C(=O)C(=O)O)[C@@H](CC(=O)O)c1cc(O)cc(C(N)=O)c1	CC=C(C(=O)C(=O)O)C(CC(=O)O)c1cc(O)cc(C(N)=O)c1
257	COC(=O)C(Cc1ccc(/C=C/C(=O)O)cn1)=C(C)F	COC(=O)C(Cc1ccc(C=CC(=O)O)cn1)=C(C)F
258	Cc1cc(C(=O)O)c2ccc(C[C@@H](C)C(C)C)cc2c1O	Cc1cc(C(=O)O)c2ccc(CC(C)C(C)C)cc2c1O
259	CCOC1=C(C(=O)O)[C@H](C(=O)CC(=O)O)c2cc(CC)cc3cccc1c23	CCOC1=C(C(=O)O)C(C(=O)CC(=O)O)c2cc(CC)cc3cccc1c23
261	CCCC(CCC)OC(=O)CC(=O)N/N=C(/O)Oc1c(NC)cc(C(=O)O)c2ccccc12	CCCC(CCC)OC(=O)CC(=O)NN=C(O)Oc1c(NC)cc(C(=O)O)c2ccccc12
263	C=C[C@@H](C=C(C)N(C(=C/C=C/C(=O)O)c1ccccc1)c1cccc(C)c1-c1ccc(O)[nH]1)CCO	C=CC(C=C(C)N(C(=CC=CC(=O)O)c1ccccc1)c1cccc(C)c1-c1ccc(O)[nH]1)CCO
265	O=C(O)C/C=C\NCCc1ccc2ccc(C(=O)O)c3c2c1C[C@@H](O)C3	O=C(O)CC=CNCCc1ccc2ccc(C(=O)O)c3c2c1CC(O)C3
266	COCc1c2c(c(OC)c3cccc(C)c13)[C@@H](Oc1cccc(Cl)c1)C[C@H](Cl)N2	COCc1c2c(c(OC)c3cccc(C)c13)C(Oc1cccc(Cl)c1)CC(Cl)N2
267	CCc1ccc(-c2cccc(CC[C@@H](CO)C(=O)O)c2CCC(C)C)cc1	CCc1ccc(-c2cccc(CCC(CO)C(=O)O)c2CCC(C)C)cc1
268	COCc1ccc(O)c(CC=C(C)/C=C\[C@@H](C)C(=O)O)c1	COCc1ccc(O)c(CC=C(C)C=CC(C)C(=O)O)c1
272	N=C(O)NC(=O)[C@H](O)Cc1ccc(COc2ccccc2)c(O)c1C(=O)OCCCCCC(N)=O	N=C(O)NC(=O)C(O)Cc1ccc(COc2ccccc2)c(O)c1C(=O)OCCCCCC(N)=O
273	C[C@H](O)c1ccccc1CCOC[C@@H](Oc1ccc(O)c(O)c1)C(=O)O	CC(O)c1ccccc1CCOCC(Oc1ccc(O)c(O)c1)C(=O)O
274	CCCCc1c([C@@H](O)CC(=O)O)cc(C)c2ccccc12	CCCCc1c(C(O)CC(=O)O)cc(C)c2ccccc12
275	COc1[nH]cc(C)c1C(=O)NC(=O)[C@H](C(=O)O)c1ccc(C)c(Cc2ccccc2)c1	COc1[nH]cc(C)c1C(=O)NC(=O)C(C(=O)O)c1ccc(C)c(Cc2ccccc2)c1
276	O=C(O)c1c(O)nc2c3c(cc4ccc5c(c42)CC=C[C@@H]5O)CCCc13	O=C(O)c1c(O)nc2c3c(cc4ccc5c(c42)CC=CC5O)CCCc13
277	Cc1nc[nH]c1CC/C=C/C=C(C(=O)O)C(=O)O	Cc1nc[nH]c1CCC=CC=C(C(=O)O)C(=O)O
278	COc1ccc(CCC(=O)O)c(C(=O)/C=C(\O)Nc2ccccc2)c1S(=O)(=O)O	COc1ccc(CCC(=O)O)c(C(=O)C=C(O)Nc2ccccc2)c1S(=O)(=O)O
279	CCOC(=O)CC[C@H](N)C(=O)Oc1c(C(=O)O)c(O)cc2c1oc1ccccc12	CCOC(=O)CCC(N)C(=O)Oc1c(C(=O)O)c(O)cc2c1oc1ccccc12
280	NC(=O)CC(=O)Oc1cc2c3c(cccc3c1)[C@@H](SCCC=O)C=C2C[C@H](N)C(=O)O	NC(=O)CC(=O)Oc1cc2c3c(cccc3c1)C(SCCC=O)C=C2CC(N)C(=O)O
281	CCC[C@@H]1Cc2c3c(c(O)c4ccc(OC)cc24)[C@H](O)N[C@H]3C1	CCCC1Cc2c3c(c(O)c4ccc(OC)cc24)C(O)NC3C1
282	CCCCCC(=O)OC(=O)c1ccc(/C=C\Cc2cccc(C(=O)O)c2)c(NC(C)C)c1	CCCCCC(=O)OC(=O)c1ccc(C=CCc2cccc(C(=O)O)c2)c(NC(C)C)c1
284	COc1c(/C=C/C=C(/CC(C)=CC(=O)O)C(=N)C(F)F)cc(C(C)(C)C)nc1O	COc1c(C=CC=C(CC(C)=CC(=O)O)C(=N)C(F)F)cc(C(C)(C)C)nc1O
286	CCCCc1c(CC)c([C@H](C)C/C=C\CO)c(O)c(NC(=O)CC(=O)O)c1C(=O)O	CCCCc1c(CC)c(C(C)CC=CCO)c(O)c(NC(=O)CC(=O)O)c1C(=O)O
289	N#CCC[C@H](C(=O)O)n1c2ccc(-c3cc(Cl)c[nH]3)cc2c2nc(NCC=O)ncc21	N#CCCC(C(=O)O)n1c2ccc(-c3cc(Cl)c[nH]3)cc2c2nc(NCC=O)ncc21
290	COc1c(C(=O)O)c(I)c(COS(=O)(=O)[C@@H](N)C(C)C)c2cc(CCC(=O)O)cnc12	COc1c(C(=O)O)c(I)c(COS(=O)(=O)C(N)C(C)C)c2cc(CCC(=O)O)cnc12
291	O=C(O)CCc1cc(/C=C\c2ccc3ccccc3c2)c(C/C=C(\O)C(=O)O)c(O)n1	O=C(O)CCc1cc(C=Cc2ccc3ccccc3c2)c(CC=C(O)C(=O)O)c(O)n1
292	CCOCC[C@H](C(=O)OC(C)=O)c1cc(C=O)c2c(O)cc3ccc4ccccc4c3c2c1O	CCOCCC(C(=O)OC(C)=O)c1cc(C=O)c2c(O)cc3ccc4ccccc4c3c2c1O
293	O=C(O)C1=CCc2cc3c4c(c2C1)[C@@H](O)C=C[C@@H]4C(O)=C[C@H]3C(=O)O	O=C(O)C1=CCc2cc3c4c(c2C1)C(O)C=CC4C(O)=CC3C(=O)O
294	COCC(F)(F)C[C@H](C)c1cnc(O)cc1[C@@H]1C=C[C@@H](OC(C)=O)[C@@H](O)C1	COCC(F)(F)CC(C)c1cnc(O)cc1C1C=CC(OC(C)=O)C(O)C1
296	COc1c(C)cc(-c2ccccc2)cc1CC(O)=C1C=C(C(=O)O)C[C@H](O)C1	COc1c(C)cc(-c2ccccc2)cc1CC(O)=C1C=C(C(=O)O)CC(O)C1
300	CCOC(=O)C1=C2CC[C@H](OC(C)=O)C[C@]2(C)c2c(O)cc(C)c(-c3ccccc3)c2C1	CCOC(=O)C1=C2CCC(OC(C)=O)CC2(C)c2c(O)cc(C)c(-c3ccccc3)c2C1
301	C=CC[C@H]1C=C2[C@H](C(=O)NC(C)=O)[C@@H](NC)C=C[C@H]2c2cocc21	C=CCC1C=C2C(C=CC(NC)C2C(=O)NC(C)=O)c2cocc21
304	C/C=C\c1c(C=C(C(=O)O)c2cscc2CC)cc(O)cc1CC(=O)O	CC=Cc1c(C=C(C(=O)O)c2cscc2CC)cc(O)cc1CC(=O)O
305	CC[C@H]1Cc2c(OC)cc(C(=O)OC)c3c2[C@@H](C=CC3)C1	CCC1Cc2c(OC)cc(C(=O)OC)c3c2C(C=CC3)C1
306	C[C@@H]1C[C@@H](C)[C@@H](O)c2c(O)c3c(c(C(=O)O)c21)[C@@H](O)C=CC3	CC1CC(C)C(O)c2c(O)c3c(c(C(=O)O)c21)C(O)C=CC3
307	C[C@@H](Cc1c(C/C=C\c2ccc(O)cc2O)c[nH]c1O)C(=O)O	CC(Cc1c(CC=Cc2ccc(O)cc2O)c[nH]c1O)C(=O)O
308	C[C@@H](C(=O)O)[C@@H](CCC(C)(C)C)c1ccc(Cl)cc1O	CC(C(=O)O)C(CCC(C)(C)C)c1ccc(Cl)cc1O
311	CCOC(=O)c1c2cc(/C=C(/F)c3cccc(CC(=O)O)c3O)[nH]c2c(CO)c2cccc(O)c12	CCOC(=O)c1c2cc(C=C(F)c3cccc(CC(=O)O)c3O)[nH]c2c(CO)c2cccc(O)c12
312	CO/N=C(/O)Cc1ccc2c(Cl)c(C(N)=O)c3c(CC(=O)O)c(O)nc(O)c3c2c1	CON=C(O)Cc1ccc2c(Cl)c(C(N)=O)c3c(CC(=O)O)c(O)nc(O)c3c2c1
314	CC(C)[C@@H]1C=C(O)Nc2c(CCCl)c([C@@H](C)O)c(O)c(O)c21	CC(O)c1c(O)c(O)c2c(c1CCCl)NC(O)=CC2C(C)C
315	CC[C@@](O)(Cc1cc(Cl)cc2ccccc12)c1ccccc1	CCC(O)(Cc1cc(Cl)cc2ccccc12)c1ccccc1
316	CO[C@@H](/C=C\c1cc(O)c2c(CCC(=O)O)cccc2c1)CC(=O)O	COC(C=Cc1cc(O)c2c(CCC(=O)O)cccc2c1)CC(=O)O
317	Cc1ccccc1C(=O)/N=C(/O)CC(=O)OC(=O)c1ccc(O)cc1C(=O)N(C)C	Cc1ccccc1C(=O)N=C(O)CC(=O)OC(=O)c1ccc(O)cc1C(=O)N(C)C
318	COCc1cc2c(O)ccc3c2c2c1C[C@H](C)C[C@@H]2c1c(O)cc(OC)cc1-3	COCc1cc2c(O)ccc3c2c2c1CC(C)CC2c1c(O)cc(OC)cc1-3
322	O=Cc1cc2c3c(cccc3c1)[C@@H](C=O)c1c(O)ccc(CCC(=O)O)c1-2	O=Cc1cc2c3c(cccc3c1)C(C=O)c1c(O)ccc(CCC(=O)O)c1-2
327	Cc1cc2c(ccc3cc(/C=C/C=C\[C@](O)(CCO)CCCN)c(O)c(C(F)(F)F)c32)o1	Cc1cc2c(ccc3cc(C=CC=CC(O)(CCO)CCCN)c(O)c(C(F)(F)F)c32)o1
328	CO[C@@H](CC(O)=Nc1cccc(-c2cscn2)c1)C(=O)CO	COC(CC(O)=Nc1cccc(-c2cscn2)c1)C(=O)CO
329	CCc1cccc(CC(=O)O)c1NC(=O)/C=C/C=C(\O)C(N)=O	CCc1cccc(CC(=O)O)c1NC(=O)C=CC=C(O)C(N)=O
330	CC(C)c1cc([C@H](C)C(=O)O)c2c(ccc3[nH]ccc32)c1	CC(C)c1cc(C(C)C(=O)O)c2c(ccc3[nH]ccc32)c1
331	COc1c(O)c(C(=O)O)c2c(C[C@H](C)OC)cccc2c1C	COc1c(O)c(C(=O)O)c2c(CC(C)OC)cccc2c1C
335	C/C=C\C[C@@H]1C=C2[C@H](O)C=C[C@H](O)[C@@H]2c2cc(O)nc(C(=O)C(=CNNCCO)C(=O)O)c21	CC=CCC1C=C2C(O)C=CC(O)C2c2cc(O)nc(C(=O)C(=CNNCCO)C(=O)O)c21
336	NC(=O)NC(=O)Nc1c(O)nc(N)c2c([C@@H]3C=CC=CC3=O)c3cc(O)cc(O)c3c(O)c12	NC(=O)NC(=O)Nc1c(O)nc(N)c2c(C3C=CC=CC3=O)c3cc(O)cc(O)c3c(O)c12
337	CO[C@@H]1c2c(O)[nH]c(-c3ncc[nH]3)c2CC[C@H]1Cl	COC1c2c(O)[nH]c(-c3ncc[nH]3)c2CCC1Cl
340	Oc1cccc2cc([C@@H](O)c3cccc4c3c(O)nc3ccncc34)ccc12	Oc1cccc2cc(C(O)c3cccc4c3c(O)nc3ccncc34)ccc12
344	Nc1ccc(O)c(C(=O)c2c(C(=O)O)ccnc2Oc2cc(O)cc(O)c2)c1/C=C/C(=O)O	Nc1ccc(O)c(C(=O)c2c(C(=O)O)ccnc2Oc2cc(O)cc(O)c2)c1C=CC(=O)O
348	CCc1nc2c(cc1[C@@H](CO)C(=O)O)[C@H]1CCSC1=CC2	CCc1nc2c(cc1C(CO)C(=O)O)C1CCSC1=CC2
349	Cc1ccc2c(C(=O)OC(=O)[C@H](C)C(=O)O)c(O)ccc2c1	Cc1ccc2c(C(=O)OC(=O)C(C)C(=O)O)c(O)ccc2c1
350	COc1ccccc1CCC(=O)OC(=O)N[C@H]1C=CCc2c1cc(Cl)c1c2NC=C(O)[C@@H]1C(=O)O	COc1ccccc1CCC(=O)OC(=O)NC1C=CCc2c1cc(Cl)c1c2NC=C(O)C1C(=O)O
352	CCOC(=O)[C@@H](C(=O)O)c1c2c(cc3c1c(Cl)c(C)c1ccoc13)CC=C(CNN)[C@@H]2O	CCOC(=O)C(C(=O)O)c1c2c(cc3c1c(Cl)c(C)c1ccoc13)CC=C(CNN)C2O
353	Oc1cc(O)c2c3c(nc(O)c2c1)[C@@H]1C(=CC3)CC=C2C=CC=C[C@H]21	Oc1cc(O)c2c3c(nc(O)c2c1)C1C(=CC3)CC=C2C=CC=CC21
354	CCCOc1cc2c(c(C(=O)O)c1O)[C@H](Cl)c1ccccc1[C@@H]2F	CCCOc1cc2c(c(C(=O)O)c1O)C(Cl)c1ccccc1C2F
358	CCOc1cc(C(=O)NS(=O)(=O)c2ccc(F)cc2)c2c(c1)[C@H]1[C@H](CCC[C@H]1C(=O)O)CC2	CCOc1cc(C(=O)NS(=O)(=O)c2ccc(F)cc2)c2c(c1)C1C(CCCC1C(=O)O)CC2
359	C/C=C\NCNC(=O)CCc1c(CCO)c2c(c3c(CC)cccc13)[C@@H](C(=O)O)C[C@@H](O)C2	CC=CNCNC(=O)CCc1c(CCO)c2c(c3c(CC)cccc13)C(C(=O)O)CC(O)C2
360	C/C=C1/[C@@H]2CCCCC2=C[C@@H](C(=O)O)[C@H]1c1cccc(O)c1	CC=C1C2CCCCC2=CC(C(=O)O)C1c1cccc(O)c1
363	CCCCCCCOc1cccc2c1ccc1c(COCC[C@H](O)CO)c[nH]c12	CCCCCCCOc1cccc2c1ccc1c(COCCC(O)CO)c[nH]c12
365	CCc1ccc(OCC(=O)O)c([C@](Cc2cc(C(=O)O)cc3cc(O)ccc23)(C(=O)O)C(=O)OC)c1	CCc1ccc(OCC(=O)O)c(C(Cc2cc(C(=O)O)cc3cc(O)ccc23)(C(=O)O)C(=O)OC)c1
366	CCc1ccc([C@H](C)Cc2ccc3ccc(F)cc3c2)cc1O	CCc1ccc(C(C)Cc2ccc3ccc(F)cc3c2)cc1O
368	C[C@@H](CCc1ccccc1O)c1ccc2cc(O)c3nc(C(=O)O)ccc3c2c1	CC(CCc1ccccc1O)c1ccc2cc(O)c3nc(C(=O)O)ccc3c2c1
370	OCC[C@@H]1N[C@@H](O)c2c1cc1c(c2O)[C@@H]2C(=C(O)C1)CC=C[C@H]2O	OCCC1NC(O)c2c1cc1c(c2O)C2C(=C(O)C1)CC=CC2O
372	N#CCc1cc(O)c2ccc([C@H](O)CCC(=O)O)cc2c1	N#CCc1cc(O)c2ccc(C(O)CCC(=O)O)cc2c1
373	COC[C@H](F)C[C@H](O)[C@H]1C=C[C@H](CO)[C@H]2C1=C(C#N)Cc1c2ccc(O)c1C(=O)O	COCC(F)CC(O)C1C=CC(CO)C2C1=C(C#N)Cc1c2ccc(O)c1C(=O)O
374	CCC(C)=C1C=C(C(=O)O)C=C[C@@H]1c1cc(O)cc(O)n1	CCC(C)=C1C=C(C(=O)O)C=CC1c1cc(O)cc(O)n1
375	C/C=C(\CC1=N[C@H]2C(O)=CCc3c(OC)cc(O)c(c32)C1)C(=O)O	CC=C(CC1=NC2C(O)=CCc3c(OC)cc(O)c(c32)C1)C(=O)O
378	Cc1cc(O)cc2c1[C@@H](C(=O)O)C=C(C(=O)c1cc3c(c(C)c1O)C(=O)NC3=O)C2	Cc1cc(O)cc2c1C(C(=O)O)C=C(C(=O)c1cc3c(c(C)c1O)C(=O)NC3=O)C2
379	CCCC(=O)OC(=O)c1cc([C@H](/C=C\CNC(C)(C)C)CCCC(=O)O)c(CC)c(O)c1O	CCCC(=O)OC(=O)c1cc(C(C=CCNC(C)(C)C)CCCC(=O)O)c(CC)c(O)c1O
380	C/C=C\C[C@@H](C/N=C(\O)C(=O)O)c1ccc2cccc(NC(=O)OCCN)c2c1CCCl	CC=CCC(CN=C(O)C(=O)O)c1ccc2cccc(NC(=O)OCCN)c2c1CCCl
381	O=C(O)C1=C[C@H](O)c2ccccc2[C@H]1CC(C(=O)O)C(=O)O	O=C(O)C1=CC(O)c2ccccc2C1CC(C(=O)O)C(=O)O
382	COc1ccc(/C=C\C(Cl)=CCOc2coc3cc4c(cc23)CNCC4=O)cc1	COc1ccc(C=CC(Cl)=CCOc2coc3cc4c(cc23)CNCC4=O)cc1
384	CNC(=O)c1cc(O[P@@H](=O)CC(=O)O)c(C#N)cc1OC(=O)/C=C(\O)Nc1ccccc1O	CNC(=O)c1cc(O[PH](=O)CC(=O)O)c(C#N)cc1OC(=O)C=C(O)Nc1ccccc1O
385	CCc1[nH]c(O)c2c1[C@@H]1C=C(c3cc(F)cc(Cl)c3)NC1=C(Cl)[C@H]2C(=O)O	CCc1[nH]c(O)c2c1C1C=C(c3cc(F)cc(Cl)c3)NC1=C(Cl)C2C(=O)O
386	CCO[C@@H]1C=CCc2c(C(=O)O)cc(F)c(O)c21	CCOC1C=CCc2c(C(=O)O)cc(F)c(O)c21
387	O=C(N=C(O)/C=C/Oc1cccc2c(CO)ccc(C(=O)O)c12)c1ccccc1	O=C(N=C(O)C=COc1cccc2c(CO)ccc(C(=O)O)c12)c1ccccc1
388	CCCC(=O)OC(=O)NCCC[C@](C)(O)c1ccc(O)c2cc3c(cc12)CC=C(C)C3	CCCC(=O)OC(=O)NCCCC(C)(O)c1ccc(O)c2cc3c(cc12)CC=C(C)C3
390	COCc1ccc([C@@H](C(C#N)=CCCO)c2cc(C(=O)O)c(O)c(N)c2O)cc1Cl	COCc1ccc(C(C(C#N)=CCCO)c2cc(C(=O)O)c(O)c(N)c2O)cc1Cl
391	O=C(O)CC(=O)[C@@H](C(=O)O)C(=O)NC(=O)C1=CC(C(=O)O)=CC1	O=C(O)CC(=O)C(C(=O)O)C(=O)NC(=O)C1=CC(C(=O)O)=CC1
393	C/C=C1/C=C(C=O)C(C(=O)O)=C(/C=C/C(=O)O)[C@H]1c1cccc(C(=O)O)c1	CC=C1C=C(C=O)C(C(=O)O)=C(C=CC(=O)O)C1c1cccc(C(=O)O)c1
398	C/C=C/Cc1c2c3c(c4cc(C(=O)OC(=O)CCCC(=O)O)ccc4cc3c3ccccc13)NC2	CC=CCc1c2c3c(c4cc(C(=O)OC(=O)CCCC(=O)O)ccc4cc3c3ccccc13)NC2
402	CC(C)c1ccccc1C(=C[C@H](c1cccs1)[C@@H](N)CC(=O)O)C(=O)O	CC(C)c1ccccc1C(=CC(c1cccs1)C(N)CC(=O)O)C(=O)O
403	CCOC(=O)N[C@H](Cc1ccc(O)cc1)C(=O)Nc1c(C(=O)O)ccc2c(CO)ccc(I)c12	CCOC(=O)NC(Cc1ccc(O)cc1)C(=O)Nc1c(C(=O)O)ccc2c(CO)ccc(I)c12
404	Cc1ccc(Cc2cc(CO)c3c(c2CCl)[C@@H](O)[C@@H](O)C[C@@H]3O)cc1	Cc1ccc(Cc2cc(CO)c3c(c2CCl)C(O)C(O)CC3O)cc1
409	COCCc1cocc1[C@H]1C=CC=C(CNc2cc(C(=O)O)ccc2C(C)=CCC(=O)O)C1	COCCc1cocc1C1C=CC=C(CNc2cc(C(=O)O)ccc2C(C)=CCC(=O)O)C1
410	O=C(O)CCc1cc([C@H](N=C(O)CC(=O)O)C(=O)O)c2ccccc2c1	O=C(O)CCc1cc(C(N=C(O)CC(=O)O)C(=O)O)c2ccccc2c1
411	CO[C@@H]1C[C@H]2C=CCc3cc(NCC(=O)O)cc(c32)[C@@H]1O	COC1CC2C=CCc3cc(NCC(=O)O)cc(c32)C1O
412	O=C(O)CC/C=C\Cc1ccc2c(c1)C[C@@H](c1cc(O)ccc1O)CC2	O=C(O)CCC=CCc1ccc2c(c1)CC(c1cc(O)ccc1O)CC2
414	CCc1cc(-c2cc(O)ccc2O)c([C@H](C)O)cc1C	CCc1cc(-c2cc(O)ccc2O)c(C(C)O)cc1C
415	CCc1ccc(O)c2c1[C@H]([C@@H](C(=O)OC)C(=O)c1ccnc(O)c1O)CCC2	CCc1ccc(O)c2c1C(C(C(=O)OC)C(=O)c1ccnc(O)c1O)CCC2
416	C[C@H](NC(=O)OC(=O)c1c(CC(=O)O)cnc2c(C(=O)O)cc(CCC(=O)O)cc12)C(=O)O	CC(NC(=O)OC(=O)c1c(CC(=O)O)cnc2c(C(=O)O)cc(CCC(=O)O)cc12)C(=O)O
418	O=C(O)N[C@@H](c1ccc(F)cc1)c1nc2ccc3cccnc3c2cc1-c1c(O)[nH]c(O)c1C(=O)O	O=C(O)NC(c1ccc(F)cc1)c1nc2ccc3cccnc3c2cc1-c1c(O)[nH]c(O)c1C(=O)O
419	CNC(=O)CCc1ccc(Cl)c2c1C(=O)C(C(=O)O)=C[C@H]2Cl	CNC(=O)CCc1ccc(Cl)c2c1C(=O)C(C(=O)O)=CC2Cl
423	CCc1cc(C(=O)O)cc2c1[C@H]1CCC[C@@H](C)C1=C[C@@H]2Oc1ccccc1Cl	CCc1cc(C(=O)O)cc2c1C1CCCC(C)C1=CC2Oc1ccccc1Cl
427	COCCOC(=O)Cc1nc(O)c(Cc2c[nH]c(O)c2C)c(C)c1[C@H](CC(=O)O)C(=O)O	COCCOC(=O)Cc1nc(O)c(Cc2c[nH]c(O)c2C)c(C)c1C(CC(=O)O)C(=O)O
428	C[C@H]1C=C2[C@@H](O)C=CC[C@@H]2C2=C3C=Cc4cc(F)cc(NC(=O)CO)c4[C@@H]3c3ncccc3[C@@H]21	CC1C=C2C(O)C=CCC2C2=C3C=Cc4cc(F)cc(NC(=O)CO)c4C3c3ncccc3C21
429	CC(=O)[C@H](C)c1c(CN)c2c3c(cccc3c1O)CC=C2	CC(=O)C(C)c1c(CN)c2c3c(cccc3c1O)CC=C2
430	CCc1ccc(CCC(=O)O)cc1C(=C/C=C/C(=O)O)C(=O)O	CCc1ccc(CCC(=O)O)cc1C(=CC=CC(=O)O)C(=O)O
431	COC(=O)CCc1cc2cc(/C=C\C=N)cnc2c(Cl)c1Cl	COC(=O)CCc1cc2cc(C=CC=N)cnc2c(Cl)c1Cl
433	CCCCCc1c(O)cc(O)c(CC)c1[C@@H](C)O	CCCCCc1c(O)cc(O)c(CC)c1C(C)O
